A1,"工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年4-6月

工作流程與步驟：
1. 部署智能合約
    - 把經過測試和優化的智能合約部署至區塊鏈上
    - 確認合約部署成功且能正常運作
    - 記錄部署過程與區塊鏈合約地址
2. 整理與反饋
    - 檢查部署後智能合約的運行狀態
    - 收集使用者反饋並分析其意見
    - 提供部署智能合約之區塊鏈瀏覽器連結以供檢視
3. 最終報告與文件整理
    - 匯總設計、測試、部署過程中的所有記錄和文件
    - 完成最終報告並儲存備份
    - 分享區塊鏈瀏覽器連結與團隊成員進行確認"
A1,"工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年4-6月

工作流程與步驟：
1. 設計智能合約介面
    - 分析EIP-1056的要求及其技術細節。
    - 設計合約的主要功能和方法，確保符合EIP-1056規範。
    - 設計支援secp256r1橢圓區線加密的簽章驗證功能。
2. 撰寫智能合約
    - 編寫利於測試的智能合約初版。
    - 採用Solidity語言進行編碼，確保程式碼結構合理。
    - 定義必要的變量和函數，遵循EIP-1056的規範。
3. 初步測試與調整
    - 執行單元測試，驗證合約各項功能的正確性。
    - 修正測試中發現的錯誤，調整算法和接聽事件。
    - 確保合約能處理有效及無效的secp256r1簽章驗證測試。

","

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年4-6月

工作流程與步驟：
1. 從公開資料集挑選測試資料
    - 選取合適的公開資料集來源，確保數據質量可靠。
    - 從資料集中隨機挑選十份資料，作為簽章驗證測試樣本。
    - 準備測試所需的資料格式，確保其與智能合約的接口相容。
2. 簽章驗證測試
    - 使用選取的十份資料進行secp256r1簽章驗證測試。
    - 記錄每個測試樣本的測試過程、結果及其通過與否。
    - 整理和分析測試數據，確保驗證邏輯之準確性。
3. 撰寫測試報告
    - 將測試結果格式化，撰寫詳細的測試報告。
    - 報告內容包括：測試樣本、測試步驟、結果以及是否通過。
    - 將測試報告準備為一式，為最終審核提供依據。

","

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年4-6月

工作流程與步驟：
1. 智能合約部署
    - 選擇適當的區塊鏈網路環境（如Ethereum主網或測試網）。
    - 確認合約程式碼無誤，準備部署相關設定。
    - 將智能合約部署至區塊鏈上，並記錄交易哈希及相關資訊。
2. 驗證合約運行
    - 使用區塊鏈瀏覽器確認合約部署是否成功。
    - 測試部署後合約功能，確保其能在區塊鏈環境中正常運行。
    - 記錄測試結果，確保所有操作符合預期效果。
3. 提供區塊鏈瀏覽器連結
    - 獲取合約在區塊鏈上的地址及相關資訊。
    - 生產區塊鏈瀏覽器連結一份，供團隊和相關方查閱。
    - 將連結納入最終報告，確保資訊透明與準確。"
A2,,"
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. API端點設計
    - 根據API規格文件確定必要的API端點。
    - 在查核點規格文件中定義addSigner端點。
    - 使用Express框架設計API基本結構。
2. 資源、請求方法與回應資料格式確定
    - 確定addSigner端點的HTTP請求方法（POST）。
    - 設計addSigner的請求和回應資料格式。
    - 制定API文檔，規範每個端點的請求與回應。
3. 安全機制規劃初步
    - 研究重入攻擊的防護措施。
    - 初步設計防止重入攻擊的安全機制。
    - 討論如何在Express框架中實作這些安全機制。

","
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. API端點具體化
    - 確定veriftyClaim API端點的需求。
    - 設計veriftyClaim端點的請求方法及回應格式。
    - 使用Express框架進行實作。
2. 繼續定義資源、請求方法與資料格式
    - 確定veriftyClaim的HTTP請求方法（POST）。
    - 設計veriftyClaim的請求與回應資料格式（包含錯誤處理）。
    - 繼續完善API文檔，詳細描述每個端點。
3. 安全機制進一步規劃
    - 進一步研究重入攻擊機制。
    - 與團隊討論具體實作細節。
    - 初步在addSigner端點中實作防重入攻擊機制。

","
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. API端點添加
    - 確認query功能的需求。
    - 設計query端點的請求與回應格式。
    - 使用Express框架完成query端點的實作。
2. 完善資源、請求方法與資料格式
    - 確定query的HTTP請求方法（GET）。
    - 設計query的請求參數及回應資料格式。
    - 更新API文檔，加入新的端點描述。
3. 安全機制實作
    - 完善addSigner和veriftyClaim端點的防重入攻擊機制。
    - 增加單元測試，確保安全機制的有效性。
    - 在開發環境中進行初步測試。

","
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. API設計評審
    - 收集開發團隊對API設計的反饋。
    - 核對API文件與實作是否一致，進行必要的調整。
    - 檢查每個端點的請求和回應格式是否準確。
2. 資源、請求方法與資料格式最終確認
    - 最終確定所有API端點的請求方法（POST & GET）。
    - 確認所有回應格式，包含錯誤狀況。
    - 完成API文檔的最終版，進行內部審核。
3. 安全機制最終測試
    - 全面測試addSigner、veriftyClaim和query端點的防重入攻擊安全機制。
    - 檢查API整體效能，確保安全機制不影響效能。
    - 在內部測試環境下進行整合測試，確保所有功能正常運行。"
A2,,"
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. 設計API端點
    - 決定資源（signer, claim, query等）
    - 確認請求方法（GET, POST, PUT, DELETE）
    - 確認回應資料格式（JSON）
2. 初步API設計
    - 使用Express框架來處理HTTP請求
    - 設計addSigner端點，接受簽名者資訊並保存
    - 設計verifyClaim端點，驗證聲明的有效性
3. 開始代碼實現
    - 建立Express專案框架
    - 初步配置路由
    - 測試基本功能，確保端點可用

","
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. 完善API功能設計
    - 增加數據驗證層，確保輸入的數據有效
    - 設計query功能，方便用戶查詢特定資源
    - 確認不同端點間的依賴關係及數據流轉
2. 安全機制規劃
    - 導入JWT進行用戶身份驗證
    - 使用中間件來防護跨站請求偽造（CSRF）
    - 考慮重入攻擊風險及其防範措施
3. 整合測試
    - 撰寫單元測試，確保各端點按預期運行
    - 構建API文檔供團隊成員參考
    - 測試API的安全性

","
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. 深入進行安全機制設計
    - 實現用戶角色和權限管理
    - 優化JWT，設計刷新機制增強安全性
    - 構建防範重入攻擊的檢查機制
2. 增強系統效能
    - 將靜態文件緩存，以加速響應
    - 使用Redis作為快取系統
    - 實施分布式負載均衡
3. 完成代碼審查
    - 聯合團隊成員進行代碼審查
    - 修正潛在的性能問題和安全漏洞
    - 整理審查結束後的總結文檔

","
工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7-9月

工作流程與步驟：
1. 最終階段測試及優化
    - 執行壓力測試，驗證系統在高負載下的穩定性
    - 根據壓力測試結果進行效能優化
    - 修正任何發現的故障或bug
2. 用戶和團隊培訓
    - 為用戶提供API使用手冊
    - 培訓團隊成員如何使用和維護API
    - 建立培訓反饋機制，進一步完善文檔
3. 上線準備
    - 準備部署腳本和自動化工具
    - 進行最終上線前的全系統測試
    - 制定應急預案，應對上線後可能出現的問題
",
A2,,"

工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年7月

工作流程與步驟：
1. 設計API端點
    - 確定API資源，如聲明文件內容定義的資源
    - 確認各個功能的請求方法，例如POST用於addSigner功能
    - 定義API回應資料的格式，包括JSON格式的回應
2. 安全機制規劃
    - 調查重入攻擊的風險與常見手法
    - 規劃防重入攻擊的措施，如使用互斥鎖
    - 新增基於Express框架的安全中介軟體
3. 初步API 模板建立
    - 使用Express框架搭建基本的API結構
    - 為每個功能（addSigner、verifyClaim、query）建立路由
    - 測試基本的端點響應，確保初步設計的可行性

","

工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年8月

工作流程與步驟：
1. API 詳細設計
    - 完善各端點的參數要求，包括必須和選填參數
    - 定義更詳細的回應格式，包括錯誤碼和訊息
    - 為addSigner、verifyClaim和query功能撰寫詳細的聲明文件
2. 安全機制加強
    - 實施輸入資料的驗證，防止 SQL 注入和XSS 攻擊
    - 添加日誌記錄，監控異常行為
    - 設置速率限制，防止過度請求影響效能
3. 單元測試
    - 為每個API端點撰寫單元測試
    - 使用MOCHA 和 CHAI 等測試工具驗證API功能
    - 修正測試中發現的任何潛在問題，保證API穩定性

","

工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年9月上旬

工作流程與步驟：
1. 集成測試
    - 組織測試團隊進行集成測試
    - 執行多用戶情景，驗證並行請求的穩定性
    - 撰寫測試報告，記錄各項測試結果與問題
2. 安全演練
    - 模擬可能的攻擊情境，如重入攻擊，測試安全防護措施
    - 評估防護效果，記錄和修復發現的漏洞
    - 更新安全文檔，確保所有實施措施都被記錄和追蹤
3. 日誌與監控設定
    - 配置詳細的API日誌，記錄請求和回應
    - 使用ELK堆栈(Elasticsearch, Logstash, Kibana) 設置實時監控
    - 定義異常行為告警機制，迅速響應潛在問題

","

工作記錄
查核點編號： A2 平台API設計
記錄時間： 113年9月下旬

工作流程與步驟：
1. 最終審查
    - 召開審查會議，確認所有端點和功能符合設計標準
    - 逐步檢查安全機制，確保沒有遺漏
    - 最終確認API聲明文件的完整性和準確性
2. 上線前準備
    - 部署API至預備環境，進行最終測試
    - 確認部屬流程無誤，包括自動化腳本的檢查
    - 準備回滾計劃，應對突發狀況
3. 正式上線
    - 完成最終的數據遷移與備份
    - 將API部屬至正式環境，啟動監控系統
    - 向各相關方發佈上線通知，並開始收集用戶反饋"
